Name	SMARTS	Reject	Accept
G3*	c1ccnc(c1)C[NX3]Cc2ccccn2		['c1ccnc(c1)C[NX3]Cc2ccccn2']
G4	C1C[NX3H1]CC[NX3H1]CC[NX3H1]1		['C1C[NX3H1]CC[NX3H1]CC[NX3H1]1']
G4*	C1C[NX3]CC[NX3]CC[NX3]1		['C1C[NX3]CC[NX3]CC[NX3]1']
G5	c1ccc2c(c1)-,:[#6](=O)-,:[#6]=,:[#6](-,:[#6]2=O)[OH]		['c1ccc2c(c1)-,:[#6](=O)-,:[#6]=,:[#6](-,:[#6]2=O)[OH]']
G6	c1cnc(cc1[CX4][OH])c2cc(ccn2)[CX4][OH]		['c1cnc(cc1[CX4][OH])c2cc(ccn2)[CX4][OH]']
G7	c1cc2c(nc1)c3c(cccn3)cc2		['c1cc2c(nc1)c3c(cccn3)cc2']
G8	c1ccc(c(c1)[OH])[OH]		['c1ccc(c(c1)[OH])[OH]']
G9,G10	c1ccc(c(c1)[OH,SH])[OX2][CX4]		['c1ccc(c(c1)[OH,SH])[OX2][CX4]']
G11, G12	[OH][#6]1=,:[#6]-,:[#6]=,:[#6]-,:[#6]=,:[#6]-,:[#6]1=[OX1]		['[OH][#6]1=,:[#6]-,:[#6]=,:[#6]-,:[#6]=,:[#6]-,:[#6]1=[OX1]']
H1	c1ccc2c(c1)ccc(c2[OH])[OH]		['c1ccc2c(c1)ccc(c2[OH])[OH]']
H2	c1ccc2cc(c(cc2c1)[OH])[OH]		['c1ccc2cc(c(cc2c1)[OH])[OH]']
H3	c1cc(c(c(c1)[NH2])[OH])C(=[OX1])[OH]		['c1cc(c(c(c1)[NH2])[OH])C(=[OX1])[OH]']
H4	c1cc(c(c(c1)[OH])[OH])C(=[OX1])[OH]		['c1cc(c(c(c1)[OH])[OH])C(=[OX1])[OH]']
H5	c1ccc(c(c1)c2nc3ccccc3o2)[OH]		['c1ccc(c(c1)c2nc3ccccc3o2)[OH]']
H6	c1ccc(c(c1)c2nc3ccccc3s2)[OH]		['c1ccc(c(c1)c2nc3ccccc3s2)[OH]']
H7	[CH3]c1ccc(cc1)[Sv6X4](=[OX1])(=[OX1])[NX3H2]		['[CH3]c1ccc(cc1)[Sv6X4](=[OX1])(=[OX1])[NX3H2]']
H7*	[CX4]c1ccc(cc1)[Sv6X4](=[OX1])(=[OX1])[NX3H2]		['[CX4]c1ccc(cc1)[Sv6X4](=[OX1])(=[OX1])[NX3H2]']
H8 - H12	C[CX3](=[OX1])[CX4!H0]([H,CX4,Cl])[CX3](=[OX1])C		['C[CX3](=[OX1])[CX4!H0]([H,CX4,Cl])[CX3](=[OX1])C']
H8*- H12*	C[CX3](=[OX1])[CX4][CX3](=[OX1])C		['C[CX3](=[OX1])[CX4][CX3](=[OX1])C']
