Name	SMARTS	Reject	Accept
Thione esters	[#6,#1][CX3](=[SX1])[OX2][#6]		['[#6,#1][CX3](=[SX1])[OX2][#6]']
Acylsulfides	[#6,#1][CX3](=[OX1])[SX2][#6]		['[#6,#1][CX3](=[OX1])[SX2][#6]']
Thiones	[#6][CX3](=[SX1])[#6]		['[#6][CX3](=[SX1])[#6]']
Thioamides	[#6][CX3](=[SX1])[#7]		['[#6][CX3](=[SX1])[#7]']
Peroxides	[OX2][OX2]		['[OX2][OX2]']
Acyclic disulfides and polysulfides	[SX2!R][SX2!R]		['[SX2!R][SX2!R]']
Nitroso	[#6][NX2]=[OX1]		['[#6][NX2]=[OX1]']
Nitrates	[#6][OX2][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]		['[#6][OX2][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]']
N-Nitro	[#7][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]		['[#7][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]']
N-Nitroso	[#7][NX2]=[OX1]		['[#7][NX2]=[OX1]']
Azo	[#6][NX2]=[NX2][#6]		['[#6][NX2]=[NX2][#6]']
Azoxy	[#6][$([NX2]=[NX3+]([O-])[#6]),$([NX2]=[NX3](=[OX1])[#6])]		['[#6][$([NX2]=[NX3+]([O-])[#6]),$([NX2]=[NX3](=[OX1])[#6])]']
Nitroso dimers	[$([#6][NX3+]([OX1-])=[NX3+]([OX1-])[#6]),$([#6][NX3](=[OX1])=[NX3](=[OX1])[#6])]		['[$([#6][NX3+]([OX1-])=[NX3+]([OX1-])[#6]),$([#6][NX3](=[OX1])=[NX3](=[OX1])[#6])]']
Haloamines	[#6][NX3][F,Cl,Br]		['[#6][NX3][F,Cl,Br]']
Sulfenyl halides	[#6][Sv2X2][F,Cl,Br,I]		['[#6][Sv2X2][F,Cl,Br,I]']
Sulfinyl halides	[#6][Sv4X3](=[OX1])[F,Cl,Br,I]		['[#6][Sv4X3](=[OX1])[F,Cl,Br,I]']
Diazonium salts	[$([NX2+]#[NX1]),$([NX2]#N)]		['[$([NX2+]#[NX1]),$([NX2]#N)]']
Cyclic and linear haloamidines	[CX3](=[#7])([#7])[Cl,Br,I]		['[CX3](=[#7])([#7])[Cl,Br,I]']
Aldehydes	[#6,#1][CX3]([H])=[OX1]		['[#6,#1][CX3]([H])=[OX1]']
Aldimines and ketimines	[#6][CX3]=[NX2][#6]		['[#6][CX3]=[NX2][#6]']
Hydrazines	[#6][NX3;!$([NX3](=[OX1])=[OX1]);!$([NX3+](=[OX1])[O-])][NX3;!$([NX3](=[OX1])=[OX1]);!$([NX3+](=[OX1])[O-])]		['[#6][NX3;!$([NX3](=[OX1])=[OX1]);!$([NX3+](=[OX1])[O-])][NX3;!$([NX3](=[OX1])=[OX1]);!$([NX3+](=[OX1])[O-])]']
Hydrazones and similar	[CX3]=[NX2][NX3][#6]		['[CX3]=[NX2][NX3][#6]']
Hydroxylamines	[OH1][NX3][#6]		['[OH1][NX3][#6]']
N-Oxides	[$([OX1-,OH1][#7X4+]([*])([*])([*])),$([OX1]=[#7X4v5]([*])([*])([*])),$([OX1]=[Nv5X3&!$([Nv5X3](=[OX1])=[OX1])](=[*])([*])),$([OX1-,OH1][#7X3+R](~[R])(~[R])),$([OX1]=[#7v5X3R](~[R])(~[R]))]		['[$([OX1-,OH1][#7X4+]([*])([*])([*])),$([OX1]=[#7X4v5]([*])([*])([*])),$([OX1]=[Nv5X3&!$([Nv5X3](=[OX1])=[OX1])](=[*])([*])),$([OX1-,OH1][#7X3+R](~[R])(~[R])),$([OX1]=[#7v5X3R](~[R])(~[R]))]']
Aminals	N[CX4]N		['N[CX4]N']
Ammonium salts	[NX4+]([#6])([#6])([#6])([#6])		['[NX4+]([#6])([#6])([#6])([#6])']
Sulfonium salts	[SX3+]([#6])([#6])([#6])		['[SX3+]([#6])([#6])([#6])']
α-Haloketones and similar	[#6][CX3](=[OX1])[CX4][Cl,Br,I]		['[#6][CX3](=[OX1])[CX4][Cl,Br,I]']
β-Haloamines	[NX3][CX4][CX4][Cl,Br,I]		['[NX3][CX4][CX4][Cl,Br,I]']
β-Halosulfides	[Sv2X2][CX4][CX4][Cl,Br,I]		['[Sv2X2][CX4][CX4][Cl,Br,I]']
Acrylates and similar	[CX3](=[OX1])([#8])[CX3]=[CX3]		['[CX3](=[OX1])([#8])[CX3]=[CX3]']
Acrylamides	[CX3](=[OX1])([#7])[CX3]=[CX3]		['[CX3](=[OX1])([#7])[CX3]=[CX3]']
Vinylketones and similar	[CX3](=[OX1])([#6])[CX3]=[CX3]		['[CX3](=[OX1])([#6])[CX3]=[CX3]']
Vinylsulfones and similar	[Sv6X4](=[OX1])(=[OX1])[CX3]=[CX3]		['[Sv6X4](=[OX1])(=[OX1])[CX3]=[CX3]']
Nitrovinyl	[CX3]=[CX3][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]		['[CX3]=[CX3][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]']
Acrylonitriles	[NX1]#CC=C		['[NX1]#CC=C']
Vinylphosphonates and similar	[Pv5X4](=[OX1])([#8])([#8])[CX3]=[CX3]		['[Pv5X4](=[OX1])([#8])([#8])[CX3]=[CX3]']
Vinylpyridines and similar	[$(n1c([CX3]=[CX3])cccc1),$(n1cc([CX3]=[CX3])ccc1),$(n1ccc([CX3]=[CX3])cc1)]		['[$(n1c([CX3]=[CX3])cccc1),$(n1cc([CX3]=[CX3])ccc1),$(n1ccc([CX3]=[CX3])cc1)]']
Cyclic maleimide-like Michael acceptors	C1(=[OX1])C=CC(=[OX1])[NX3]1		['C1(=[OX1])C=CC(=[OX1])[NX3]1']
Ketenes	[CX3]=[CX2]=[OX1]		['[CX3]=[CX2]=[OX1]']
Allenes	C=C=C		['C=C=C']
Oxiranes	[CX4]1[OX2][CX4]1		['[CX4]1[OX2][CX4]1']
Thiiranes	[CX4]1[SX2][CX4]1		['[CX4]1[SX2][CX4]1']
Aziridines	[CX4]1[NX3][CX4]1		['[CX4]1[NX3][CX4]1']
Oxetanes	[CX4]1[OX2][CX4][CX4]1		['[CX4]1[OX2][CX4][CX4]1']
Thietanes	[CX4]1[SX2][CX4][CX4]1		['[CX4]1[SX2][CX4][CX4]1']
Selen in chain	[Sev2X2]		['[Sev2X2]']
O-Silyl derivatives	[Si]([#8])([#6])([#6])([#6])		['[Si]([#8])([#6])([#6])([#6])']
N-Silyl derivatives	[Si]([#7])([#6])([#6])([#6])		['[Si]([#7])([#6])([#6])([#6])']
Nitro-haloarenes	[$([F,Cl,Br,I]c1c([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])cccc1),$([F,Cl,Br,I]c1cc([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])ccc1),$([F,Cl,Br,I]c1ccc([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])cc1)]		['[$([F,Cl,Br,I]c1c([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])cccc1),$([F,Cl,Br,I]c1cc([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])ccc1),$([F,Cl,Br,I]c1ccc([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])cc1)]']
Dinitroarenes	[$(c1([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])c([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])cccc1),$(c1([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])cc([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])ccc1),$(c1([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])ccc([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])cc1)]		['[$(c1([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])c([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])cccc1),$(c1([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])cc([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])ccc1),$(c1([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])ccc([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])cc1)]']
Benzylhalogenides and similar	c1ccccc1([CX4][Cl,Br,I])		['c1ccccc1([CX4][Cl,Br,I])']
Halomethyl ethers	[F,Cl,Br,I][CX4][#8]		['[F,Cl,Br,I][CX4][#8]']
Halomethyl thioethers	[F,Cl,Br,I][CX4][#16]		['[F,Cl,Br,I][CX4][#16]']
Halomethyl amines	[F,Cl,Br,I][CX4][#7]		['[F,Cl,Br,I][CX4][#7]']
Iodoso and similar hypervalent compounds	[OX1]=[I!X1][#6]		['[OX1]=[I!X1][#6]']
Linear thioureas	N[CX3](=[SX1])N		['N[CX3](=[SX1])N']
Linear dithiocarbamates	N[CX3](=[SX1])S		['N[CX3](=[SX1])S']
Trithiocarbonates	[CX3](=[SX1])(S)S		['[CX3](=[SX1])(S)S']
Thioester	[CX3](=[SX1])([#6])S		['[CX3](=[SX1])([#6])S']
Bunte salts	[Sv6X4](=[OX1])([#8])([#8])[SX2][#6]		['[Sv6X4](=[OX1])([#8])([#8])[SX2][#6]']
Positively charged N-heterocycles	[#7v4X3R]		['[#7v4X3R]']
Haloquinones and similar	[$([#6]1([F,Cl,Br,I])=,:[#6]-,:[#6](=[OX1])-,:[#6]=,:[#6]-,:[#6]1(=[OX1])),$([#6]1(=[OX1])-,:[#6](=[OX1])-,:[#6]([F,Cl,Br,I])=,:[#6]-,:[#6]=,:[#6]1),$([#6]1(=[OX1])-,:[#6](=[OX1])-,:[#6]=,:[#6]([F,Cl,Br,I])-,:[#6]=,:[#6]1)]		['[$([#6]1([F,Cl,Br,I])=,:[#6]-,:[#6](=[OX1])-,:[#6]=,:[#6]-,:[#6]1(=[OX1])),$([#6]1(=[OX1])-,:[#6](=[OX1])-,:[#6]([F,Cl,Br,I])=,:[#6]-,:[#6]=,:[#6]1),$([#6]1(=[OX1])-,:[#6](=[OX1])-,:[#6]=,:[#6]([F,Cl,Br,I])-,:[#6]=,:[#6]1)]']
Organometallic compounds	[$([Te]~[#6]),$([As]~[#6]),$([Ge]~[#6]),$([Hg]~[#6]),$([Co]~[#6]),$([Fe]~[#6]),$([Mn]~[#6]),$([Cr]~[#6]),$([Ti]~[#6]),$([Sn]~[#6])]		['[$([Te]~[#6]),$([As]~[#6]),$([Ge]~[#6]),$([Hg]~[#6]),$([Co]~[#6]),$([Fe]~[#6]),$([Mn]~[#6]),$([Cr]~[#6]),$([Ti]~[#6]),$([Sn]~[#6])]']
Three-membered heterocycles	[#6]1~[#6][#7,#8,#16]1		['[#6]1~[#6][#7,#8,#16]1']
Thioles	[Sv2X2H1]		['[Sv2X2H1]']
Disulphides	SS		['SS']
Peroxides	OO		['OO']
Aldehydes	[CX3!H0]=[OX1]		['[CX3!H0]=[OX1]']
Chlor(brom)anhydrides	[CX3](=[OX1])[Cl,Br]		['[CX3](=[OX1])[Cl,Br]']
Sulphonic acids/esters	S(=O)(=O)O		['S(=O)(=O)O']
Trihalogensubstituted ketones	[CX3](=[OX1])[CX4]([F,Cl,Br,I])([F,Cl,Br,I])[F,Cl,Br,I]		['[CX3](=[OX1])[CX4]([F,Cl,Br,I])([F,Cl,Br,I])[F,Cl,Br,I]']
Monohalogen substituted ketones	[CX3](=[OX1])C[Cl,Br,I]		['[CX3](=[OX1])C[Cl,Br,I]']
Alkylhalides	[CX4][Br,Cl,I]		['[CX4][Br,Cl,I]']
Sulphonhalogenanhydrides	S(=[OX1])(=[OX1])[F,Cl,Br,I]		['S(=[OX1])(=[OX1])[F,Cl,Br,I]']
Sulphonic acid	[Sv6X4](=[OX1])(=[OX1])[OH1]		['[Sv6X4](=[OX1])(=[OX1])[OH1]']
Phosphorus	P		['P']
Iodine	I		['I']
Selen	[Se]		['[Se]']
Bor	B		['B']
Silicium	[Si]		['[Si]']
Isocyanates, isothiocyanates	[NX2]=[CX2]=[OX1,SX1]		['[NX2]=[CX2]=[OX1,SX1]']
Thione	[CX3]=[SX1!R]		['[CX3]=[SX1!R]']
β-halogen substituted carbonyls	[CX3](=[OX1])CC[F,Cl,Br,I]		['[CX3](=[OX1])CC[F,Cl,Br,I]']
β-hydroxy substituted carbonyls	[CX3](=[OX1])[C!H0]C[OH1]		['[CX3](=[OX1])[C!H0]C[OH1]']
gem-Dihalo propane and cyclopropane	CC([Cl,Br,I])([Cl,Br,I])C		['CC([Cl,Br,I])([Cl,Br,I])C']
Activated halides (o-nitro substituted haloaromatics)	[$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]cc[F,Cl,Br]		['[$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]cc[F,Cl,Br]']
Activated halides (p-nitro substituted haloaromatics)	[$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]cccc[F,Cl,Br]		['[$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]cccc[F,Cl,Br]']
Activated halides (α-halogen substituted N-heterocycles)	nc[F,Cl,Br]		['nc[F,Cl,Br]']
Activated halides (γ-halogen substituted N-heterocycles)	nccc[F,Cl,Br]		['nccc[F,Cl,Br]']
Thiourea	[#7][CX3](=[SX1])[#7]		['[#7][CX3](=[SX1])[#7]']
Barbiturates	N1C(=[OX1,SX1])NC(=[OX1,SX1])C(=C)C1(=[OX1,SX1])		['N1C(=[OX1,SX1])NC(=[OX1,SX1])C(=C)C1(=[OX1,SX1])']
Alkyl chains	[CX4H2!R][CH2][CH2][CX4H2!R][CH2]		['[CX4H2!R][CH2][CH2][CX4H2!R][CH2]']
Non-cyclic 1,2-dicarbonyls compounds	C[C!R](=[OX1])[C!R](=[OX1])C		['C[C!R](=[OX1])[C!R](=[OX1])C']
Crown ethers	[!#1!#6]C~C[!#1!#6]C~C[!#1!#6]C~C[!#1!#6]C~C[!#1!#6]C~C[!#1!#6]C~C		['[!#1!#6]C~C[!#1!#6]C~C[!#1!#6]C~C[!#1!#6]C~C[!#1!#6]C~C[!#1!#6]C~C']
Coumarins (1)	c1cccc2c1oc(=O)c([$(C=[OX1]),$(C=[SX1]),$(S=[OX1]),$(C#[NX1]),F,Cl,Br,I,$([CX4]([F,Cl,Br,I])([F,Cl,Br,I])([F,Cl,Br,I]));!$([CX3](=[OX1])[OH1])])[c!H0]2		['c1cccc2c1oc(=O)c([$(C=[OX1]),$(C=[SX1]),$(S=[OX1]),$(C#[NX1]),F,Cl,Br,I,$([CX4]([F,Cl,Br,I])([F,Cl,Br,I])([F,Cl,Br,I]));!$([CX3](=[OX1])[OH1])])[c!H0]2']
Coumarins (2)	[cH1]1[cH1]c2c3[cH1][cH1]c(cc3oc(=O)c2[cH1]c1[OX2][$([CH2]),$([CH3])])[OX2][C!H0]		['[cH1]1[cH1]c2c3[cH1][cH1]c(cc3oc(=O)c2[cH1]c1[OX2][$([CH2]),$([CH3])])[OX2][C!H0]']
Coumarins (3)	c1cccc2c1oc(=[OX1])[c!H0]c2		['c1cccc2c1oc(=[OX1])[c!H0]c2']
Coumarins (4)	c1cccc2c1nc(=[OX1])[c!H0]c2		['c1cccc2c1nc(=[OX1])[c!H0]c2']
Coumarins (5)	c1cccc2c1nc(=[NX2])[c!H0]c2		['c1cccc2c1nc(=[NX2])[c!H0]c2']
Coumarins (6)	c1([F,Cl,Br,I])cc([F,Cl,Br,I])cc2c1oc(=[NX2H1])c([CX3](=[OX1])[NH2])[c!H0]2		['c1([F,Cl,Br,I])cc([F,Cl,Br,I])cc2c1oc(=[NX2H1])c([CX3](=[OX1])[NH2])[c!H0]2']
Coumarins (7)	c1cccc2c1oc(=[NX2])cc2		['c1cccc2c1oc(=[NX2])cc2']
Maleimides	C1(=[OX1])NC(=[OX1])[CX3H1]=[CX3]1		['C1(=[OX1])NC(=[OX1])[CX3H1]=[CX3]1']
Michael acceptors (α,β-unsaturated carbonyls)	[CX3!H0!R]=[CX3!R][CX3]=[OX1]		['[CX3!H0!R]=[CX3!R][CX3]=[OX1]']
Michael acceptors (acrylonitriles)	[CX3!H0!R]=[CX3!R][CX2]#[NX1]		['[CX3!H0!R]=[CX3!R][CX2]#[NX1]']
Michael acceptors (α,β-unsaturated ketones)	C[CX3H1]=[CX3H1!R][CX3](=[OX1])C		['C[CX3H1]=[CX3H1!R][CX3](=[OX1])C']
Michael acceptors (methyl acrylonitrile derivatives)	C[CX3H1]=[CX3!R][CX2]#[NX1]		['C[CX3H1]=[CX3!R][CX2]#[NX1]']
o-Quinones (3)	CC(=[OX1])C(=[OX1])[#6,#7]		['CC(=[OX1])C(=[OX1])[#6,#7]']
o-Quinones (5)	CC(=[OX1])C(=S)C		['CC(=[OX1])C(=S)C']
p-Quinones (2)	[#6]1=,:[#6]-,:[#6]=,:[#6]2-,:[#6](=,:[#6]1)-,:[#6](=[OX1])-,:[#6]4-,:[#6]3=,:[#6]2-,:[#8]-,:[#7]=,:[#6]3-,:[#6]=,:[#6]-,:[#6]4		['[#6]1=,:[#6]-,:[#6]=,:[#6]2-,:[#6](=,:[#6]1)-,:[#6](=[OX1])-,:[#6]4-,:[#6]3=,:[#6]2-,:[#8]-,:[#7]=,:[#6]3-,:[#6]=,:[#6]-,:[#6]4']
p-Quinones (3)	[#6]1-,:[#6]=,:[#6]-,:[#6]=,:[#6]2-,:[#6]1-,:[#6](=[OX1])-,:[#6]4=,:[#6]3-,:[#6]2=,:[#6](-,:[#6](=[OX1])-,:[#7]-,:[#6]3=,:[#6]-,:[#6]=,:[#6]4)O		['[#6]1-,:[#6]=,:[#6]-,:[#6]=,:[#6]2-,:[#6]1-,:[#6](=[OX1])-,:[#6]4=,:[#6]3-,:[#6]2=,:[#6](-,:[#6](=[OX1])-,:[#7]-,:[#6]3=,:[#6]-,:[#6]=,:[#6]4)O']
Hydroquinone	c1c([OH1])c([OH1])ccc1		['c1c([OH1])c([OH1])ccc1']
N-N Single bound not in a ring	[N!R][N!R]		['[N!R][N!R]']
Ketal	CC([OX2]C)([OX2]C)C		['CC([OX2]C)([OX2]C)C']
Acetal	[CX4H1](C)([OX2]C)([OX2])		['[CX4H1](C)([OX2]C)([OX2])']
Acyl and sulfinyl cyanide	[$(C(=[OX1])[CX2]#[NX1]),$(S(=[OX1])[CX2]#[NX1])]		['[$(C(=[OX1])[CX2]#[NX1]),$(S(=[OX1])[CX2]#[NX1])]']
Amidotetrazole	[#7]1([CX3]=[OX1])-,:[#6]=,:[#7]-,:[#7]=,:[#7]1		['[#7]1([CX3]=[OX1])-,:[#6]=,:[#7]-,:[#7]=,:[#7]1']
Hydrazine and other nucleophilic NH2-groups	[NX3H2][#7,#8]		['[NX3H2][#7,#8]']
Hydroxylamines	[NX3]([OH1])[CX4]		['[NX3]([OH1])[CX4]']
Nitroso	[NX2]=[OX1]		['[NX2]=[OX1]']
Activated halo- and sulfonyl-aromatics	c1([F,Cl,Br,I,$(C(C)=NO),$([CX2]#[NX1]),$([CX3]=[OX1]),$([CX4](F)(F)F),$([SX4](=[OX1])=[OX1]);!$([CX3](=[OX1])[OH1])])na([F,Cl,Br,I,$([SX4](=[OX1])(=[OX1])C)])a([!#7])a([!#7])a1		['c1([F,Cl,Br,I,$(C(C)=NO),$([CX2]#[NX1]),$([CX3]=[OX1]),$([CX4](F)(F)F),$([SX4](=[OX1])=[OX1]);!$([CX3](=[OX1])[OH1])])na([F,Cl,Br,I,$([SX4](=[OX1])(=[OX1])C)])a([!#7])a([!#7])a1']
Rhodanines	N1C(=[SX1])[SX2]C(=C)[CX3]1=[OX1]		['N1C(=[SX1])[SX2]C(=C)[CX3]1=[OX1]']
Acyclic gem-dihalosubstituted carbon atom	[C!R]([Cl,Br,I])[Cl,Br,I]		['[C!R]([Cl,Br,I])[Cl,Br,I]']
Imines	[N!R]=[C,N]		['[N!R]=[C,N]']
N-Oxides	[$([#7+R][OX1-!R]),$([#7v5R]=[OX1!R]);!$([#7](~[O])~[O]);!$([#7]=[#7])]		['[$([#7+R][OX1-!R]),$([#7v5R]=[OX1!R]);!$([#7](~[O])~[O]);!$([#7]=[#7])]']
Michael acceptors (carbonyl containing acrylonitrile derivatives)	C[CX3H1]=[CX3!R](C(=[OX1])[!#1]~[!#1])[CX2]#[NX1]		['C[CX3H1]=[CX3!R](C(=[OX1])[!#1]~[!#1])[CX2]#[NX1]']
Over halogenated rings	a1c([F,Cl,Br,I])c([F,Cl,Br,I])ac([F,Cl,Br,I])a1		['a1c([F,Cl,Br,I])c([F,Cl,Br,I])ac([F,Cl,Br,I])a1']
o-Quinones (1)	[CX3]1(=[!#1!#6])[CX3](=[!#1!#6])[#6X3]=,:[#6X3]-,:[#6X3]=,:[#6X3]1		['[CX3]1(=[!#1!#6])[CX3](=[!#1!#6])[#6X3]=,:[#6X3]-,:[#6X3]=,:[#6X3]1']
o-Quinones (2)	CC(=[!#1!#6;!R])C(=[!#1!#6;!R])C		['CC(=[!#1!#6;!R])C(=[!#1!#6;!R])C']
o-Quinones (4)	CC(=[!#1!#6;!R])S(=[OX1])(=[OX1])		['CC(=[!#1!#6;!R])S(=[OX1])(=[OX1])']
p-Quinones (1)	[#6X3]1=,:[#6X3][CX3](=[!#1!#6])[#6X3]=,:[#6X3][#6X3]1(=[!#1!#6])		['[#6X3]1=,:[#6X3][CX3](=[!#1!#6])[#6X3]=,:[#6X3][#6X3]1(=[!#1!#6])']
