Name	Group	SMARTS	Author	Article	Alert_ID	Reject	Accept
Polycyclic aromatic system (specific)	SMARTS: 	[$([$([aR3]),$([$([aR2]([aR])([aR])([aR]))].[$([aR2]([aR])([aR])([aR]))].[$([aR2]([aR])([aR])([aR]))].[$([aR2]([aR])([aR])([aR]))])]);!$([cR1H1]1[cR1H1][cR1][cR1][cR2]2[cR2]1[cR2]3[cR2]([cR1][cR1]2)[cR1][cR1][cR1H1][cR1H1]3);!$([cR1]1[cR1][cR1][cR1H1][cR2]2[cR2]1[cR2]3c([cR1H1][cR1H1]2)[cR1H1][cR1][cR1][cR1]3)] 	Kazius, J, McGuire, R, Bursi, R, 	Derivation and validation of toxicophores for mutagenicity prediction.	TA345		['[$([$([aR3]),$([$([aR2]([aR])([aR])([aR]))].[$([aR2]([aR])([aR])([aR]))].[$([aR2]([aR])([aR])([aR]))].[$([aR2]([aR])([aR])([aR]))])]);!$([cR1H1]1[cR1H1][cR1][cR1][cR2]2[cR2]1[cR2]3[cR2]([cR1][cR1]2)[cR1][cR1][cR1H1][cR1H1]3);!$([cR1]1[cR1][cR1][cR1H1][cR2]2[cR2]1[cR2]3c([cR1H1][cR1H1]2)[cR1H1][cR1][cR1][cR1]3)]']
Bay-region in polycyclic aromatic hydrocarbons (specific)	Includes only tricyclic aromatic systems	[cR1H1]1[cR1H1][cR1][cR1][cR2]2[cR2]1[cR2]3[cR2]([cR1][cR1]2)[cR1][cR1][cR1H1][cR1H1]3	Kazius, J, McGuire, R, Bursi, R, 	Derivation and validation of toxicophores for mutagenicity prediction.	TA346		['[cR1H1]1[cR1H1][cR1][cR1][cR2]2[cR2]1[cR2]3[cR2]([cR1][cR1]2)[cR1][cR1][cR1H1][cR1H1]3']
K-region in polycyclic aromatic hydrocarbons (specific)	Includes only tricyclic aromatic systems	[cR1]1[cR1][cR1][cR1H1][cR2]2[cR2]1[cR2]3c([cR1H1][cR1H1]2)[cR1H1][cR1][cR1][cR1]3	Kazius, J, McGuire, R, Bursi, R, 	Derivation and validation of toxicophores for mutagenicity prediction.	TA347		['[cR1]1[cR1][cR1][cR1H1][cR2]2[cR2]1[cR2]3c([cR1H1][cR1H1]2)[cR1H1][cR1][cR1][cR1]3']
Sulfonate-bonded carbon atom (additional)	Alkyl alkane sulfonate or dialkyl sulfate	[CX4][Sv6X4](=[OX1])(=[OX1])[OX2]	Kazius, J, McGuire, R, Bursi, R, 	Derivation and validation of toxicophores for mutagenicity prediction.	TA348		['[CX4][Sv6X4](=[OX1])(=[OX1])[OX2]']
α, β-Unsaturated aldehyde (additional)	SMARTS: 	[CX3]=[CX3][CX3;H1]=[OX1]	Kazius, J, McGuire, R, Bursi, R, 	Derivation and validation of toxicophores for mutagenicity prediction.	TA349		['[CX3]=[CX3][CX3;H1]=[OX1]']
Aliphatic N-nitro (additional)	SMARTS: 	[NX3][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1][O-]))]	Kazius, J, McGuire, R, Bursi, R, 	Derivation and validation of toxicophores for mutagenicity prediction.	TA350		['[NX3][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1][O-]))]']
Diazonium (additional)	Ar = any aromatic/heteroaromatic ring	[$([a!r0][NX2+]#[NX1]),$([a!r0][NX2]#[NX1])]	Kazius, J, McGuire, R, Bursi, R, 	Derivation and validation of toxicophores for mutagenicity prediction.	TA351		['[$([a!R0][NX2+]#[NX1]),$([a!R0][NX2]#[NX1])]']
β-Propiolactone (additional)	SMARTS: 	[OX2]1[CX4][CX4][CX3]1(=[OX1])	Kazius, J, McGuire, R, Bursi, R, 	Derivation and validation of toxicophores for mutagenicity prediction.	TA352		['[OX2]1[CX4][CX4][CX3]1(=[OX1])']
α,β-Unsaturated alkoxy (additional)	SMARTS: 	[CX4][OX2][CX3H1]=[CX3H1]	Kazius, J, McGuire, R, Bursi, R, 	Derivation and validation of toxicophores for mutagenicity prediction.	TA353		['[CX4][OX2][CX3H1]=[CX3H1]']
1-Aryl-2-monoalkyl hydrazine (additional)	Ar = any aromatic/heteroaromatic ring	[a!r0][NX3H1]-[NX3H1][CX4]	Kazius, J, McGuire, R, Bursi, R, 	Derivation and validation of toxicophores for mutagenicity prediction.	TA354		['[a!R0][NX3H1]-[NX3H1][CX4]']
Aromatic methylamine (additional)	Ar = any aromatic/heteroaromatic ring	[a!r0][NX3;H1][CH3]	Kazius, J, McGuire, R, Bursi, R, 	Derivation and validation of toxicophores for mutagenicity prediction.	TA355		['[a!R0][NX3;H1][CH3]']
Aromatic hydroxylamine ester (additional)	SMARTS: 	[a!r0][NH][OX2][CX3](=[OX1])	Kazius, J, McGuire, R, Bursi, R, 	Derivation and validation of toxicophores for mutagenicity prediction.	TA356		['[a!R0][NH][OX2][CX3](=[OX1])']
Polycyclic planar system (additional)	SMARTS: 	[*R1]1[*R2]2=[*R1][*R1]=[*R1][*R1]=[*R2]2[*R1][*R2]3=[*R1][*R1]=[*R1][*R1]=[*R2]13	Kazius, J, McGuire, R, Bursi, R, 	Derivation and validation of toxicophores for mutagenicity prediction.	TA357		['[*R1]1[*R2]2=[*R1][*R1]=[*R1][*R1]=[*R2]2[*R1][*R2]3=[*R1][*R1]=[*R1][*R1]=[*R2]13']
Acyl halides	R = any atom/group, except OH, SH; X = F, Cl, Br, I	[Br,Cl,F,I][CX3](=[OX1])[#1,*&!$([OH1])&!$([SH1])]	Benigni, R, Bossa, C, 	Structure alerts for carcinogenicity, and the Salmonella assay system: a novel insight through the chemical relational databases technology.	TA358		['[Br,Cl,F,I][CX3](=[OX1])[#1,*&!$([OH1])&!$([SH1])]']
