Name	Group	SMARTS	Author	Article	Alert_ID	Reject	Accept
Ketene acetal derivatives	R1, R2 = H, alkyl, aryl; X, Y = any hetero atom	[#1,#6][CX3]([#1,#6])=[CX3]([!#6!#1])[!#6!#1]	CheckMol, 	List of functional groups recognized by checkmol	TA1121		['[#1,#6][CX3]([#1,#6])=[CX3]([!#6!#1])[!#6!#1]']
Carbonyl hydrates	R1, R2 = H, alkyl, aryl	[CH2,$([CH1][#6]),$([CX4]([#6])[#6])]([OH1])[OH1]	CheckMol, 	List of functional groups recognized by checkmol	TA1122		['[CH2,$([CH1][#6]),$([CX4]([#6])[#6])]([OH1])[OH1]']
Hemiacetals / Hemiketals	R1, R2 = H, alkyl, aryl; R3 = alkyl, aryl	[CH2,$([CH1][#6]),$([CX4]([#6])[#6])]([OH1])[OX2][#6&!$([CX3]=[OX1,SX1,NX2])]	CheckMol, 	List of functional groups recognized by checkmol	TA1123		['[CH2,$([CH1][#6]),$([CX4]([#6])[#6])]([OH1])[OX2][#6&!$([CX3]=[OX1,SX1,NX2])]']
Acetals / Ketals	R1, R2 = H, alkyl, aryl; R3, R4 = alkyl, aryl	[CH2,$([CH1][#6]),$([CX4]([#6])[#6])]([OX2][#6&!$([CX3]=[OX1,SX1,NX2])])[OX2][#6&!$([CX3]=[OX1,SX1,NX2])]	CheckMol, 	List of functional groups recognized by checkmol	TA1124		['[CH2,$([CH1][#6]),$([CX4]([#6])[#6])]([OX2][#6&!$([CX3]=[OX1,SX1,NX2])])[OX2][#6&!$([CX3]=[OX1,SX1,NX2])]']
Hemiaminals	R1, R2, R3, R4, R5 = H, alkyl, aryl	[CH2,$([CH1][#6]),$([CX4]([#6])[#6])]([OX2][#1,#6&!$([CX3]=[OX1,SX1,NX2])])[NX3]([#1,*])[#1,*]	CheckMol, 	List of functional groups recognized by checkmol	TA1125		['[CH2,$([CH1][#6]),$([CX4]([#6])[#6])]([OX2][#1,#6&!$([CX3]=[OX1,SX1,NX2])])[NX3]([#1,*])[#1,*]']
Aminals	R1, R2, R3, R4, R5, R6 = H, alkyl, aryl	[CH2,$([CH1][#6]),$([CX4]([#6])[#6])]([NX3]([#1,*])[#1,*])[NX3]([#1,*])[#1,*]	CheckMol, 	List of functional groups recognized by checkmol	TA1126		['[CH2,$([CH1][#6]),$([CX4]([#6])[#6])]([NX3]([#1,*])[#1,*])[NX3]([#1,*])[#1,*]']
Thiohemiaminals	R1, R2, R3, R4, R5 = H, alkyl, aryl	[CH2,$([CH1][#6]),$([CX4]([#6])[#6])]([SX2][#1,#6&!$([CX3]=[OX1,SX1,NX2])&!$(C#N)])[NX3]([#1,*])[#1,*]	CheckMol, 	List of functional groups recognized by checkmol	TA1127		['[CH2,$([CH1][#6]),$([CX4]([#6])[#6])]([SX2][#1,#6&!$([CX3]=[OX1,SX1,NX2])&!$(C#N)])[NX3]([#1,*])[#1,*]']
Thioacetals / Thioketals	R1, R2 = H, alkyl, aryl; R3, R4 = alkyl, aryl	[CH2,$([CH1][#6]),$([CX4]([#6])[#6])]([SX2][#6&!$([CX3]=[OX1,SX1,NX2])&!$(C#N)])[SX2,OX2][#6&!$([CX3]=[OX1,SX1,NX2])&!$(C#N)]	CheckMol, 	List of functional groups recognized by checkmol	TA1128		['[CH2,$([CH1][#6]),$([CX4]([#6])[#6])]([SX2][#6&!$([CX3]=[OX1,SX1,NX2])&!$(C#N)])[SX2,OX2][#6&!$([CX3]=[OX1,SX1,NX2])&!$(C#N)]']
Enamines	R1, R2, R3, R4, R5 = H, acyl, alkyl, aryl	[CX3]([#1,#6])([#1,#6])=[CX3]([#1,#6])[NX3&!$([NX3](=[OX1])=[OX1])&!$([NX3+](=[OX1])[O-])]([#1,*])[#1,*]	CheckMol, 	List of functional groups recognized by checkmol	TA1129		['[CX3]([#1,#6])([#1,#6])=[CX3]([#1,#6])[NX3&!$([NX3](=[OX1])=[OX1])&!$([NX3+](=[OX1])[O-])]([#1,*])[#1,*]']
Enols	R1, R2, R3 = H, acyl, alkyl, aryl	[CX3]([#1,#6])([#1,#6])=[CX3]([OH1])[#1,#6]	CheckMol, 	List of functional groups recognized by checkmol	TA1130		['[CX3]([#1,#6])([#1,#6])=[CX3]([OH1])[#1,#6]']
Enolethers	R1, R2, R3 = H, acyl, alkyl, aryl; R4 = alkyl, aryl	[CX3]([#1,#6])([#1,#6])=[CX3]([OX2][#6&!$([CX3]([OX2])=[OX1,SX1,NX2,C])])[#1,#6]	CheckMol, 	List of functional groups recognized by checkmol	TA1131		['[CX3]([#1,#6])([#1,#6])=[CX3]([OX2][#6&!$([CX3]([OX2])=[OX1,SX1,NX2,C])])[#1,#6]']
Hydroxy compounds: alcohols or phenols	R = alkyl, aryl	[#6&!$([CX4]([OH1])[#8,#16,#7,#15])&!$([CX3]([OH1])=[OX1,SX1,NH2,C])][OH1]	CheckMol, 	List of functional groups recognized by checkmol	TA1132		['[#6&!$([CX4]([OH1])[#8,#16,#7,#15])&!$([CX3]([OH1])=[OX1,SX1,NH2,C])][OH1]']
Alcohols	R = alkyl	[$([CX4][OH1])&!$(C([OH1])[#7,#8,#15,#16,F,Cl,Br,I])]	CheckMol, 	List of functional groups recognized by checkmol	TA1133		['[$([CX4][OH1])&!$(C([OH1])[#7,#8,#15,#16,F,Cl,Br,I])]']
Primary alcohols	R = alkyl, aryl	[$([#6][CH2][OH1]),$([CH3][OH1])]	CheckMol, 	List of functional groups recognized by checkmol	TA1134		['[$([#6][CH2][OH1]),$([CH3][OH1])]']
Secondary alcohols	R1, R2 = alkyl, aryl	[OH1][CX4H1]([#6])[#6]	CheckMol, 	List of functional groups recognized by checkmol	TA1135		['[OH1][CX4H1]([#6])[#6]']
Tertiary alcohols	R1, R2, R3 = alkyl, aryl	[CX4]([OH1])([#6])([#6])[#6]	CheckMol, 	List of functional groups recognized by checkmol	TA1136		['[CX4]([OH1])([#6])([#6])[#6]']
1,2-Diols	R1, R2, R3, R4 = H, alkyl, aryl	[CX4]([OH1])([#1,#6])([#1,#6])[CX4]([OH1])([#1,#6])([#1,#6])	CheckMol, 	List of functional groups recognized by checkmol	TA1137		['[CX4]([OH1])([#1,#6])([#1,#6])[CX4]([OH1])([#1,#6])([#1,#6])']
1,2-Aminoalcohols	R1, R2, R3, R4 = H, alkyl, aryl	[CX4]([#1,#6])([#1,#6])([OH1])[CX4]([#1,#6])([#1,#6])[NH2,$([NH1]([CX4][CX4][OH1])[#6&!$([CX3]=[OX1,SX1,NX2,C])])]	CheckMol, 	List of functional groups recognized by checkmol	TA1138		['[CX4]([#1,#6])([#1,#6])([OH1])[CX4]([#1,#6])([#1,#6])[NH2,$([NH1]([CX4][CX4][OH1])[#6&!$([CX3]=[OX1,SX1,NX2,C])])]']
Phenols	Any aromatic or heteroaromatic ring with an OH substituent	c[OH1]	CheckMol, 	List of functional groups recognized by checkmol	TA1139		['c[OH1]']
Diphenols	Any aromatic or heteroaromatic ring with two OH substituents in ortho-, meta- or para-positions to each other	[$(c([OH1])c([OH1])),$(c([OH1])[aR1]c([OH1])),$(c1([OH1])aac([OH1])aa1)]	Salmina, ES, Haider, N, Tetko, IV, 	Extended Functional Groups (EFG): An Efficient Set for Chemical Characterization and Structure-Activity Relationship Studies of Chemical Compounds.	TA1140		['[$(c([OH1])c([OH1])),$(c([OH1])[aR1]c([OH1])),$(c1([OH1])aac([OH1])aa1)]']
Enediols	R1, R2 = H, alkyl, aryl	[CX3]([#1,#6])([OH1])=[CX3]([#1,#6])([OH1])	CheckMol, 	List of functional groups recognized by checkmol	TA1141		['[CX3]([#1,#6])([OH1])=[CX3]([#1,#6])([OH1])']
Ethers	R1, R2 = alkyl, aryl	[#6&!$([CX4]([OX2])([#7,O,S,F,Cl,Br,I,P]))&!$([CX3]([OX2])=[OX1,SX1,NX2,C])][OX2][#6&!$([CX4]([OX2])([#7,O,S,F,Cl,Br,I,P]))&!$([CX3]([OX2])=[OX1,SX1,NX2,C])]	CheckMol, 	List of functional groups recognized by checkmol	TA1142		['[#6&!$([CX4]([OX2])([#7,O,S,F,Cl,Br,I,P]))&!$([CX3]([OX2])=[OX1,SX1,NX2,C])][OX2][#6&!$([CX4]([OX2])([#7,O,S,F,Cl,Br,I,P]))&!$([CX3]([OX2])=[OX1,SX1,NX2,C])]']
Dialkylethers	R1, R2 = alkyl	[CX4&!$([CX4]([OX2])([#7,O,S,F,Cl,Br,I,P]))][OX2][CX4&!$([CX4]([OX2])([#7,O,S,F,Cl,Br,I,P]))]	CheckMol, 	List of functional groups recognized by checkmol	TA1143		['[CX4&!$([CX4]([OX2])([#7,O,S,F,Cl,Br,I,P]))][OX2][CX4&!$([CX4]([OX2])([#7,O,S,F,Cl,Br,I,P]))]']
Alkylarylethers	R1 = alkyl; R2 = aryl	[CX4&!$([CX4]([OX2])([#7,O,S,F,Cl,Br,I,P]))][OX2]c	CheckMol, 	List of functional groups recognized by checkmol	TA1144		['[CX4&!$([CX4]([OX2])([#7,O,S,F,Cl,Br,I,P]))][OX2]c']
Diarylethers	R1, R2 = aryl	c[OX2&!$([OX2r3])]c	CheckMol, 	List of functional groups recognized by checkmol	TA1145		['c[OX2&!$([OX2r3])]c']
Thioethers	R1, R2 = alkyl, aryl	 [#6&!$([CX4]([SX2])([#7,O,S,F,Cl,Br,I,P]))&!$([CX3]([SX2])=[OX1,SX1,NX2,C])&!$([#6][SX2]C#N)][SX2][#6&!$([CX4]([SX2])([#7,O,S,F,Cl,Br,I,P]))&!$([CX3]([SX2])=[OX1,SX1,NX2,C])&!$([#6][SX2]C#N)]	CheckMol, 	List of functional groups recognized by checkmol	TA1146		['[#6&!$([CX4]([SX2])([#7,O,S,F,Cl,Br,I,P]))&!$([CX3]([SX2])=[OX1,SX1,NX2,C])&!$([#6][SX2]C#N)][SX2][#6&!$([CX4]([SX2])([#7,O,S,F,Cl,Br,I,P]))&!$([CX3]([SX2])=[OX1,SX1,NX2,C])&!$([#6][SX2]C#N)]']
Disulfides	R1, R2 = alkyl, aryl	[*][#16X2][#16X2][*]	CheckMol, 	List of functional groups recognized by checkmol	TA1147		['[*][#16X2][#16X2][*]']
Peroxides	R1, R2 = alkyl, aryl	[#6&!$([CX3]=[OX1,SX1,NX2])][OX2][OX2][#6&!$([CX3]=[OX1,SX1,NX2])]	CheckMol, 	List of functional groups recognized by checkmol	TA1148		['[#6&!$([CX3]=[OX1,SX1,NX2])][OX2][OX2][#6&!$([CX3]=[OX1,SX1,NX2])]']
Hydroperoxides	R = alkyl, aryl	[#1,#6][OX2][OX2H1]	CheckMol, 	List of functional groups recognized by checkmol	TA1149		['[#1,#6][OX2][OX2H1]']
Hydrazine derivatives	R1, R2, R3, R4 = H, acyl, alkyl, aryl	[$([NX4]([#1,#6])([#1,#6])([#1,#6])),$([NX3]([#1,#6])([#1,#6])),$([NX2]=[#1,#6])][$([NX4]([#1,#6])([#1,#6])([#1,#6])),$([NX3]([#1,#6])([#1,#6])),$([NX2]=[#1,#6])]	CheckMol, 	List of functional groups recognized by checkmol	TA1150		['[$([NX4]([#1,#6])([#1,#6])([#1,#6])),$([NX3]([#1,#6])([#1,#6])),$([NX2]=[#1,#6])][$([NX4]([#1,#6])([#1,#6])([#1,#6])),$([NX3]([#1,#6])([#1,#6])),$([NX2]=[#1,#6])]']
Hydroxylamines	R1, R2, R3 = H, alkyl, aryl	[N&!$([NH1]([CX3]=[OX1,SX1,NX2])[OH1])&!$(N([OH1])([CX3]=[OX1,SX1,NX2])([CX3]=[OX1,SX1,NX2]))]([#1,#6])([#1,#6])[OH1]	CheckMol, 	List of functional groups recognized by checkmol	TA1151		['[N&!$([NH1]([CX3]=[OX1,SX1,NX2])[OH1])&!$(N([OH1])([CX3]=[OX1,SX1,NX2])([CX3]=[OX1,SX1,NX2]))]([#1,#6])([#1,#6])[OH1]']
Amines	R1 = alkyl, aryl;  R2, R3 = H, alkyl, aryl	[NX3]([#1,#6&!$([CX3]=[O,S,N,C])&!$([#6]([NX3])[N,O,S,P])&!$(C([NX3])#N)])([#1,#6&!$([CX3]=[O,S,N,C])&!$([#6]([NX3])[N,O,S,P])&!$(C([NX3])#N)])[#1,#6&!$([CX3]=[O,S,N,C])&!$([#6]([NX3])[N,O,S,P])&!$(C([NX3])#N)]	CheckMol, 	List of functional groups recognized by checkmol	TA1152		['[NX3]([#1,#6&!$([CX3]=[O,S,N,C])&!$([#6]([NX3])[N,O,S,P])&!$(C([NX3])#N)])([#1,#6&!$([CX3]=[O,S,N,C])&!$([#6]([NX3])[N,O,S,P])&!$(C([NX3])#N)])[#1,#6&!$([CX3]=[O,S,N,C])&!$([#6]([NX3])[N,O,S,P])&!$(C([NX3])#N)]']
Primary aliphatic amines	R = alkyl	[NX3H2][CX4&!$([CX4]([NH2])[O,N,S,P])]	CheckMol, 	List of functional groups recognized by checkmol	TA1153		['[NX3H2][CX4&!$([CX4]([NH2])[O,N,S,P])]']
Primary aromatic amines	R = aryl	[NX3H2]c	CheckMol, 	List of functional groups recognized by checkmol	TA1154		['[NX3H2]c']
Secondary aliphatic amines	R1, R2 = alkyl	[NX3H1]([CX4&!$([CX4]([NX3H1])[O,S,N,P])])[CX4&!$([CX4]([NX3H1])[O,S,N,P])]	CheckMol, 	List of functional groups recognized by checkmol	TA1155		['[NX3H1]([CX4&!$([CX4]([NX3H1])[O,S,N,P])])[CX4&!$([CX4]([NX3H1])[O,S,N,P])]']
Secondary mixed amines (aryl alkyl)	R1 = alkyl; R2 = aryl	c[NX3H1][CX4&!$([CX4]([NX3H1])[O,N,S,P])]	CheckMol, 	List of functional groups recognized by checkmol	TA1156		['c[NX3H1][CX4&!$([CX4]([NX3H1])[O,N,S,P])]']
Secondary aromatic amines	R1, R2 = aryl	[NX3H1](c)c	CheckMol, 	List of functional groups recognized by checkmol	TA1157		['[NX3H1](c)c']
Tertiary aliphatic amines	R1, R2, R3 = alkyl	[NX3]([CX4&!$([CX4]([NX3])[O,S,N,P])])([CX4&!$([CX4]([NX3])[O,S,N,P])])[CX4&!$([CX4]([NX3])[O,S,N,P])]	CheckMol, 	List of functional groups recognized by checkmol	TA1158		['[NX3]([CX4&!$([CX4]([NX3])[O,S,N,P])])([CX4&!$([CX4]([NX3])[O,S,N,P])])[CX4&!$([CX4]([NX3])[O,S,N,P])]']
Tertiary mixed amines (aryl alkyl)	R1 = alkyl; R2 = aryl; R3 = alkyl, aryl	c[NX3]([CX4&!$([CX4]([NX3])[O,N,S,P])])[c,CX4&!$([CX4]([NX3]c)[O,S,N,P])]	CheckMol, 	List of functional groups recognized by checkmol	TA1159		['c[NX3]([CX4&!$([CX4]([NX3])[O,N,S,P])])[c,CX4&!$([CX4]([NX3]c)[O,S,N,P])]']
Tertiary aromatic amines	R1, R2, R3 = aryl	[NX3](c)(c)c	CheckMol, 	List of functional groups recognized by checkmol	TA1160		['[NX3](c)(c)c']
Quaternary ammonium salts	R1, R2, R3, R4 = alkyl, aryl	[NX4,NX4+]([#6])([#6])([#6])[#6]	CheckMol, 	List of functional groups recognized by checkmol	TA1161		['[NX4,NX4+]([#6])([#6])([#6])[#6]']
N-Oxides	R1, R2, R3 = alkyl, aryl	[$([OX1-,OH1][#7X4+]([*])([*])([*])),$([OX1]=[#7X4v5]([*])([*])([*])),$([OX1]=[Nv5X3&!$([Nv5X3](=[OX1])=[OX1])](=[*])([*])),$([OX1-,OH1][#7X3+R](~[R])(~[R])),$([OX1]=[#7v5X3R](~[R])(~[R]))]	CheckMol, 	List of functional groups recognized by checkmol	TA1162		['[$([OX1-,OH1][#7X4+]([*])([*])([*])),$([OX1]=[#7X4v5]([*])([*])([*])),$([OX1]=[Nv5X3&!$([Nv5X3](=[OX1])=[OX1])](=[*])([*])),$([OX1-,OH1][#7X3+R](~[R])(~[R])),$([OX1]=[#7v5X3R](~[R])(~[R]))]']
Halogen derivatives (alkyl, alkenyl, aryl)	R = alkyl, alkenyl, aryl; X = F, Cl, Br, I	[CX4,CX3,c;!$([#6]=[OX1])][F,Cl,Br,I]	CheckMol, 	List of functional groups recognized by checkmol	TA1163		['[CX4,CX3,c;!$([#6]=[OX1])][F,Cl,Br,I]']
Alkyl fluorides	R = alkyl	[CX4]F AND NOT [$([CX4](F)[CX3]=[CX3]),$([CX4](F)[CX2]#[CX2]),$([CX4](F)a)]	CheckMol, 	List of functional groups recognized by checkmol	TA1164	['[$([CX4](F)[CX3]=[CX3]),$([CX4](F)[CX2]#[CX2]),$([CX4](F)a)]']	['[CX4]F']
Alkyl chlorides	R = alkyl	[CX4]Cl AND NOT [$([CX4](Cl)[CX3]=[CX3]),$([CX4](Cl)[CX2]#[CX2]),$([CX4](Cl)a)]	CheckMol, 	List of functional groups recognized by checkmol	TA1165	['[$([CX4](Cl)[CX3]=[CX3]),$([CX4](Cl)[CX2]#[CX2]),$([CX4](Cl)a)]']	['[CX4]Cl']
Alkyl bromides	R = alkyl	[CX4]Br AND NOT [$([CX4](Br)[CX3]=[CX3]),$([CX4](Br)[CX2]#[CX2]),$([CX4](Br)a)]	CheckMol, 	List of functional groups recognized by checkmol	TA1166	['[$([CX4](Br)[CX3]=[CX3]),$([CX4](Br)[CX2]#[CX2]),$([CX4](Br)a)]']	['[CX4]Br']
Alkyl iodides	R = alkyl	[CX4]I AND NOT [$([CX4](I)[CX3]=[CX3]),$([CX4](I)[CX2]#[CX2]),$([CX4](I)a)]	CheckMol, 	List of functional groups recognized by checkmol	TA1167	['[$([CX4](I)[CX3]=[CX3]),$([CX4](I)[CX2]#[CX2]),$([CX4](I)a)]']	['[CX4]I']
Aryl fluorides	R = aryl	aF	CheckMol, 	List of functional groups recognized by checkmol	TA1168		['aF']
Aryl chlorides	R = aryl	aCl	CheckMol, 	List of functional groups recognized by checkmol	TA1169		['aCl']
Aryl bromides	R = aryl	aBr	CheckMol, 	List of functional groups recognized by checkmol	TA1170		['aBr']
Aryl iodides	R = aryl	aI	CheckMol, 	List of functional groups recognized by checkmol	TA1171		['aI']
Organometallic compounds	R = alkyl, aryl	[!#1!#2!#5!#6!#7!#8!#9!#10!#14!#15!#16!#17!#18!#32!#33!#34!#35!#36!#51!#52!#53!#54!#84!#85!#86]~[#6]	CheckMol, 	List of functional groups recognized by checkmol	TA1172		['[!#1!#2!#5!#6!#7!#8!#9!#10!#14!#15!#16!#17!#18!#32!#33!#34!#35!#36!#51!#52!#53!#54!#84!#85!#86]~[#6]']
Organolithium compounds	R = alkyl, aryl	[Li][#6]	CheckMol, 	List of functional groups recognized by checkmol	TA1173		['[Li][#6]']
Organomagnesium compounds	R = alkyl, aryl	[Mg][#6]	CheckMol, 	List of functional groups recognized by checkmol	TA1174		['[Mg][#6]']
Carboxylic acid derivatives	R = H, alkyl, aryl; Y = any hetero atom	[#1,#6][CX3](=[OX1])[!#1!#6!$([SH1,SX2])]	CheckMol, 	List of functional groups recognized by checkmol	TA1175		['[#1,#6][CX3](=[OX1])[!#1!#6!$([SH1,SX2])]']
Carboxylic acids	R = H, alkyl, aryl	[#1,#6][CX3](=[OX1])[OX2H1]	CheckMol, 	List of functional groups recognized by checkmol	TA1176		['[#1,#6][CX3](=[OX1])[OX2H1]']
Carboxylic acid salts	R = H, alkyl, aryl	[#1,#6][CX3](=[OX1])[OX1-]	CheckMol, 	List of functional groups recognized by checkmol	TA1177		['[#1,#6][CX3](=[OX1])[OX1-]']
Carboxylic acid esters	R1 = H, alkyl, aryl; R2 = alkyl, aryl	[#1,#6][CX3](=[OX1])[OX2][#6&!$([CX3]=[OX1,SX1,NX2])]	CheckMol, 	List of functional groups recognized by checkmol	TA1178		['[#1,#6][CX3](=[OX1])[OX2][#6&!$([CX3]=[OX1,SX1,NX2])]']
Lactones	A cyclic ester (any ring size)	[#6R][CX3R](=[OX1])[OX2R][#6R&!$([CX3R]=[OX1,SX1,NX2])]	CheckMol, 	List of functional groups recognized by checkmol	TA1179		['[#6R][CX3R](=[OX1])[OX2R][#6R&!$([CX3R]=[OX1,SX1,NX2])]']
Carboxylic acid amides	R1, R2, R3 = H, alkyl, aryl	[#1,#6][CX3](=[OX1])[NX3]([#1,#6&!$([CX3]=[OX1,SX1,NX1])])[#1,#6&!$([CX3]=[OX1,SX1,NX1])]	CheckMol, 	List of functional groups recognized by checkmol	TA1180		['[#1,#6][CX3](=[OX1])[NX3]([#1,#6&!$([CX3]=[OX1,SX1,NX1])])[#1,#6&!$([CX3]=[OX1,SX1,NX1])]']
