Name	Group	SMARTS	Author	Article	Alert_ID	Reject	Accept
Precursors of ¦Á, ¦Â-unsaturated aldehydes, amides, esters and ketones (1)	R = H, C, N, O; R1 = not a heteroatom; R2 = not aryl (unless R = H); R3 = any atom/ group	[$([CX4]([OX2])([OX2])([#6,#7,#8])[CX3]([#6,#1])=[CX3]([!a])([!a])),$([CX4H1]([OX2])([OX2])[CX3]([#6,#1])=[CX3])]	Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, 	An expert system rulebase for identifying contact allergens.	TA241		['[$([CX4]([OX2])([OX2])([#6,#7,#8])[CX3]([#6,#1])=[CX3]([!a])([!a])),$([CX4H1]([OX2])([OX2])[CX3]([#6,#1])=[CX3])]']
Precursors of ¦Á, ¦Â-unsaturated aldehydes, amides, esters and ketones (2)	R = H, C, N, O (not OH); R1 = not a heteroatom; R2 = not aryl (unless R = H); Y = good leaving group	[$([CX3]([#6,#7,#8;!$([OH])])(=[OX1])[CX4H1]([#1,#6])[CX4]([!a])([!a])([$([OX2][Sv6X4](=[OX1])(=[OX1])[OH]),$([OX2][Sv6X4](=[OX1])(=[OX1])[OX2][CH3]),$([OX2][Sv6X4](=[OX1])(=[OX1])[CH3]),$([OX2][Sv6X4](=[OX1])(=[OX1])[CF3]),$([OX2][Sv6X4](=[OX1])(=[OX1])c1ccc([CH3])cc1),I,Br,Cl])),$([CX3H1](=[OX1])[CX4H1]([#1,#6])[CX4]([$([OX2][Sv6X4](=[OX1])(=[OX1])[OH]),$([OX2][Sv6X4](=[OX1])(=[OX1])[OX2][CH3]),$([OX2][Sv6X4](=[OX1])(=[OX1])[CH3]),$([OX2][Sv6X4](=[OX1])(=[OX1])[CF3]),$([OX2][Sv6X4](=[OX1])(=[OX1])c1ccc([CH3])cc1),I,Br,Cl]))]	Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, 	An expert system rulebase for identifying contact allergens.	TA242		['[$([CX3]([#6,#7,#8;!$([OH])])(=[OX1])[CX4H1]([#1,#6])[CX4]([!a])([!a])([$([OX2][Sv6X4](=[OX1])(=[OX1])[OH]),$([OX2][Sv6X4](=[OX1])(=[OX1])[OX2][CH3]),$([OX2][Sv6X4](=[OX1])(=[OX1])[CH3]),$([OX2][Sv6X4](=[OX1])(=[OX1])[CF3]),$([OX2][Sv6X4](=[OX1])(=[OX1])c1ccc([CH3])cc1),I,Br,Cl])),$([CX3H1](=[OX1])[CX4H1]([#1,#6])[CX4]([$([OX2][Sv6X4](=[OX1])(=[OX1])[OH]),$([OX2][Sv6X4](=[OX1])(=[OX1])[OX2][CH3]),$([OX2][Sv6X4](=[OX1])(=[OX1])[CH3]),$([OX2][Sv6X4](=[OX1])(=[OX1])[CF3]),$([OX2][Sv6X4](=[OX1])(=[OX1])c1ccc([CH3])cc1),I,Br,Cl]))]']
1,3-Diketones	R = alkyl, aryl	[CX4,a!r0][CX3](=[OX1])[CH2][CX3](=[OX1])[CX4,a!r0]	Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, 	An expert system rulebase for identifying contact allergens.	TA243		['[CX4,a!R0][CX3](=[OX1])[CH2][CX3](=[OX1])[CX4,a!R0]']
Aldehydes	R = alkyl, aryl	[CX3]([H])(=[OX1])[#1,CX4,a!r0]	Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, 	An expert system rulebase for identifying contact allergens.	TA244		['[CX3]([H])(=[OX1])[#1,CX4,a!R0]']
Ketones	R, R1 = alkyl, aryl	[CX4,a!r0][CX3](=[OX1])[CX4,a!r0]	Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, 	An expert system rulebase for identifying contact allergens.	TA245		['[CX4,a!R0][CX3](=[OX1])[CX4,a!R0]']
Formaldehyde donors	R, R1 = any atom/ group; X = F, Cl, Br, I	[$([NX3][CH2][NX3]),$([NX3][CH2][OX2]),$([CX4]([F,Cl,Br,I])([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])[CH2][OH1])]	Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, 	An expert system rulebase for identifying contact allergens.	TA246		['[$([NX3][CH2][NX3]),$([NX3][CH2][OX2]),$([CX4]([F,Cl,Br,I])([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])[CH2][OH1])]']
Precursors of aldehydes and ketones	R, R1 = alkyl, aryl; R2 = any atom/ group	[CX4]([OX2])([OX2])([CX4,a!r0])[CX4,a!r0]	Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, 	An expert system rulebase for identifying contact allergens.	TA247		['[CX4]([OX2])([OX2])([CX4,a!R0])[CX4,a!R0]']
Enol precursor of aldehydes and ketones	R, R2 = any atom/ group; R1 = not a heteroatom	[CX3]=[CX3]([#6,#1])[OX2]	Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, 	An expert system rulebase for identifying contact allergens.	TA248		['[CX3]=[CX3]([#6,#1])[OX2]']
Aromatic primary and secondary amines	R = any atom/ group; R1 = alkyl, aryl	[a!r0][$([NX3H2]),$([NX3H1][CX4,a!r0])]	Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, 	An expert system rulebase for identifying contact allergens.	TA249		['[a!R0][$([NX3H2]),$([NX3H1][CX4,a!R0])]']
N-Haloimides	R = any atom/ group; X = Cl, Br	[CX3](=[OX1])[NX3]([Cl,Br])[CX3](=[OX1])	Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, 	An expert system rulebase for identifying contact allergens.	TA250		['[CX3](=[OX1])[NX3]([Cl,Br])[CX3](=[OX1])']
N-Chloro-sulfonamides	R = any atom/ group	[Sv6X4](=[OX1])(=[OX1])[NX3H1]Cl	Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, 	An expert system rulebase for identifying contact allergens.	TA251		['[Sv6X4](=[OX1])(=[OX1])[NX3H1]Cl']
Disullides	R = alkyl, aryl	[CX4,a!r0][SX2][SX2][CX4,a!r0]	Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, 	An expert system rulebase for identifying contact allergens.	TA252		['[CX4,a!R0][SX2][SX2][CX4,a!R0]']
Phenyl carbonates	R = any atom/ group; R1 = alkyl, aryl	c1ccccc1[OX2][CX3](=[OX1])[OX2][CX4,a!r0]	Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, 	An expert system rulebase for identifying contact allergens.	TA253		['c1ccccc1[OX2][CX3](=[OX1])[OX2][CX4,a!R0]']
Epoxides	R = any atom/ group	[CX4]1[CX4][OX2]1	Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, 	An expert system rulebase for identifying contact allergens.	TA254		['[CX4]1[CX4][OX2]1']
1.2-Dicarbonyls	R = alkyl, aryl; R1 = H, alkyl, aryl	[CX4,a!r0][CX3](=[OX1])[CX3](=[OX1])[#1,CX4,a!r0]	Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, 	An expert system rulebase for identifying contact allergens.	TA255		['[CX4,a!R0][CX3](=[OX1])[CX3](=[OX1])[#1,CX4,a!R0]']
Thiazolones	R = alkyl, aryl	[$([SX2]1[CX3]([CX4,a!r0])=[CX3]([CX4,a!r0])[CX3](=[OX1])[NX3]1([CX4,a!r0])),$([sX2]1[cX3]([CX4,a!r0])[cX3]([CX4,a!r0])[cX3](=[OX1])[nX3]1([CX4,a!r0]))]	Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, 	An expert system rulebase for identifying contact allergens.	TA256		['[$([SX2]1[CX3]([CX4,a!R0])=[CX3]([CX4,a!R0])[CX3](=[OX1])[NX3]1([CX4,a!R0])),$([sX2]1[cX3]([CX4,a!R0])[cX3]([CX4,a!R0])[cX3](=[OX1])[nX3]1([CX4,a!R0]))]']
1, 2-Diamines	R = alkyl, aryl	[CX4,a!r0][NX3H1][CX4][CX4][NX3H1][CX4,a!r0]	Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, 	An expert system rulebase for identifying contact allergens.	TA257		['[CX4,a!R0][NX3H1][CX4][CX4][NX3H1][CX4,a!R0]']
Amine precursor - aromatic azo compound	R = aryl; R1 or R2 = electron donating group	[$([a!r0][NX2]=[NX2]c1c([$([NH2]),$([NX3H1][CX4]),$([NX3]([CX4])[CX4]),$([NX3H1][CX3](=[OX1])[CH3]),$([NX3H1][CX3](=[OX1])[CX4]),$([OH]),$([O-]),$([OX2][CX4]),$([CH3]),$([CH2][CH3]),$([CH]=[CH2])])cccc1),$([a!r0][NX2]=[NX2]c1ccc([$([NH2]),$([NX3H1][CX4]),$([NX3]([CX4])[CX4]),$([NX3H1][CX3](=[OX1])[CH3]),$([NX3H1][CX3](=[OX1])[CX4]),$([OH]),$([O-]),$([OX2][CX4]),$([CH3]),$([CH2][CH3]),$([CH]=[CH2])])cc1),$([a!r0][NX2]=[NX2]c1c([$([NH2]),$([NX3H1][CX4]),$([NX3]([CX4])[CX4]),$([NX3H1][CX3](=[OX1])[CH3]),$([NX3H1][CX3](=[OX1])[CX4]),$([OH]),$([O-]),$([OX2][CX4]),$([CH3]),$([CH2][CH3]),$([CH]=[CH2])])cc([$([NH2]),$([NX3H1][CX4]),$([NX3]([CX4])[CX4]),$([NX3H1][CX3](=[OX1])[CH3]),$([NX3H1][CX3](=[OX1])[CX4]),$([OH]),$([O-]),$([OX2][CX4]),$([CH3]),$([CH2][CH3]),$([CH]=[CH2])])cc1),$([a!r0][NX2]=[NX2]c1c([$([NH2]),$([NX3H1][CX4]),$([NX3]([CX4])[CX4]),$([NX3H1][CX3](=[OX1])[CH3]),$([NX3H1][CX3](=[OX1])[CX4]),$([OH]),$([O-]),$([OX2][CX4]),$([CH3]),$([CH2][CH3]),$([CH]=[CH2])])cc([$([NH2]),$([NX3H1][CX4]),$([NX3]([CX4])[CX4]),$([NX3H1][CX3](=[OX1])[CH3]),$([NX3H1][CX3](=[OX1])[CX4]),$([OH]),$([O-]),$([OX2][CX4]),$([CH3]),$([CH2][CH3]),$([CH]=[CH2])])cc1[$([NH2]),$([NX3H1][CX4]),$([NX3]([CX4])[CX4]),$([NX3H1][CX3](=[OX1])[CH3]),$([NX3H1][CX3](=[OX1])[CX4]),$([OH]),$([O-]),$([OX2][CX4]),$([CH3]),$([CH2][CH3]),$([CH]=[CH2])])]	Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, 	An expert system rulebase for identifying contact allergens.	TA258		['[$([a!R0][NX2]=[NX2]c1c([$([NH2]),$([NX3H1][CX4]),$([NX3]([CX4])[CX4]),$([NX3H1][CX3](=[OX1])[CH3]),$([NX3H1][CX3](=[OX1])[CX4]),$([OH]),$([O-]),$([OX2][CX4]),$([CH3]),$([CH2][CH3]),$([CH]=[CH2])])cccc1),$([a!R0][NX2]=[NX2]c1ccc([$([NH2]),$([NX3H1][CX4]),$([NX3]([CX4])[CX4]),$([NX3H1][CX3](=[OX1])[CH3]),$([NX3H1][CX3](=[OX1])[CX4]),$([OH]),$([O-]),$([OX2][CX4]),$([CH3]),$([CH2][CH3]),$([CH]=[CH2])])cc1),$([a!R0][NX2]=[NX2]c1c([$([NH2]),$([NX3H1][CX4]),$([NX3]([CX4])[CX4]),$([NX3H1][CX3](=[OX1])[CH3]),$([NX3H1][CX3](=[OX1])[CX4]),$([OH]),$([O-]),$([OX2][CX4]),$([CH3]),$([CH2][CH3]),$([CH]=[CH2])])cc([$([NH2]),$([NX3H1][CX4]),$([NX3]([CX4])[CX4]),$([NX3H1][CX3](=[OX1])[CH3]),$([NX3H1][CX3](=[OX1])[CX4]),$([OH]),$([O-]),$([OX2][CX4]),$([CH3]),$([CH2][CH3]),$([CH]=[CH2])])cc1),$([a!R0][NX2]=[NX2]c1c([$([NH2]),$([NX3H1][CX4]),$([NX3]([CX4])[CX4]),$([NX3H1][CX3](=[OX1])[CH3]),$([NX3H1][CX3](=[OX1])[CX4]),$([OH]),$([O-]),$([OX2][CX4]),$([CH3]),$([CH2][CH3]),$([CH]=[CH2])])cc([$([NH2]),$([NX3H1][CX4]),$([NX3]([CX4])[CX4]),$([NX3H1][CX3](=[OX1])[CH3]),$([NX3H1][CX3](=[OX1])[CX4]),$([OH]),$([O-]),$([OX2][CX4]),$([CH3]),$([CH2][CH3]),$([CH]=[CH2])])cc1[$([NH2]),$([NX3H1][CX4]),$([NX3]([CX4])[CX4]),$([NX3H1][CX3](=[OX1])[CH3]),$([NX3H1][CX3](=[OX1])[CX4]),$([OH]),$([O-]),$([OX2][CX4]),$([CH3]),$([CH2][CH3]),$([CH]=[CH2])])]']
Quaternary ammonium cation	R = alkyl, aryl	[NX4+]([CX4,a!r0])([CX4,a!r0])([CX4,a!r0])[CX4,a!r0]	Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, 	An expert system rulebase for identifying contact allergens.	TA259		['[NX4+]([CX4,a!R0])([CX4,a!R0])([CX4,a!R0])[CX4,a!R0]']
Activated N-heterocycle halides	X = F, Cl	[$(n1c([F,Cl])ncnc1),$(n1c([F,Cl])ccnc1),$(n1c([F,Cl])nccc1)]	Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, 	An expert system rulebase for identifying contact allergens.	TA260		['[$(n1c([F,Cl])ncnc1),$(n1c([F,Cl])ccnc1),$(n1c([F,Cl])nccc1)]']
