Name	Group	SMARTS	Author	Article	Alert_ID	Reject	Accept
Carbodiimides	R = any carbon atom	[#6]N=C=N[#6]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA718		['[#6]N=C=N[#6]']
Dithiocarbonimidic acid esters	R = any carbon atom	[#6]N=C(S[#6])S[#6]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA719		['[#6]N=C(S[#6])S[#6]']
Ketenes	R = H or any carbon atom	[CH2,$([CH][#6]),$(C([#6])[#6])]=C=O	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA720		['[CH2,$([CH][#6]),$(C([#6])[#6])]=C=O']
Polarised alkene-aldehydes	R = H or any carbon atom	[$([CH2]),$([CH][#6])]=[CH,$(C[#6])][CH]=O	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA721		['[$([CH2]),$([CH][#6])]=[CH,$(C[#6])][CH]=O']
Polarised alkene-ketones	R = H or any carbon atom; R1 = any carbon atom	[$([$([CH2]),$([CH][#6])]=[CH,$(C[#6])]C(=O)[#6]);!$([#6X3]1=,:[#6X3H][CX3](=[OX1])[#6X3]=,:[#6X3][#6X3]1(=[OX1]));!$([CX3]1(=[OX1])[CX3](=[OX1])[#6X3]=,:[#6X3H][#6X3]=,:[#6X3]1)]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA722		['[$([$([CH2]),$([CH][#6])]=[CH,$(C[#6])]C(=O)[#6]);!$([#6X3]1=,:[#6X3H][CX3](=[OX1])[#6X3]=,:[#6X3][#6X3]1(=[OX1]));!$([CX3]1(=[OX1])[CX3](=[OX1])[#6X3]=,:[#6X3H][#6X3]=,:[#6X3]1)]']
Polarised alkene-esters	R = H or any carbon atom; R1 = any carbon atom	[$([CH2]),$([CH][#6])]=[CH,$(C[#6])]C(=O)O[#6]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA723		['[$([CH2]),$([CH][#6])]=[CH,$(C[#6])]C(=O)O[#6]']
Polarised alkene-amides	R = H or any carbon atom	[$([CH2]),$([CH][#6])]=[CH,$(C[#6])]C(=O)[NH2,$([NH](C=O)[#6]),$(N(C=O)([#6])[#6])]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA724		['[$([CH2]),$([CH][#6])]=[CH,$(C[#6])]C(=O)[NH2,$([NH](C=O)[#6]),$(N(C=O)([#6])[#6])]']
Polarised alkene-nitros	R = H or any carbon atom	[$([CH2]),$([CH][#6])]=[CH,$(C[#6])][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA725		['[$([CH2]),$([CH][#6])]=[CH,$(C[#6])][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]']
Polarised alkene-cyanos	R = H or any carbon atom	[$([CH2]),$([CH][#6])]=[CH,$(C[#6])]C#N	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA726		['[$([CH2]),$([CH][#6])]=[CH,$(C[#6])]C#N']
Polarised alkene-alkyl sulphonates	R = H or any carbon atom; R1 = any carbon atom	[$([CH2]),$([CH][#6])]=[CH,$(C[#6])]S(=O)(=O)O[#6]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA727		['[$([CH2]),$([CH][#6])]=[CH,$(C[#6])]S(=O)(=O)O[#6]']
Polarised alkene-alkyl sulfones	R = H or any carbon atom; R1 = any carbon atom	[$([CH2]),$([CH][#6])]=[CH,$(C[#6])]S(=O)(=O)[#6]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA728		['[$([CH2]),$([CH][#6])]=[CH,$(C[#6])]S(=O)(=O)[#6]']
Polarised alkene-alkyl sulfinyls	R = H or any carbon atom; R1 = any carbon atom	[$([CH2]),$([CH][#6])]=[CH,$(C[#6])][SX3](=O)[#6]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA729		['[$([CH2]),$([CH][#6])]=[CH,$(C[#6])][SX3](=O)[#6]']
Polarised alkene-oximes	R = H or any carbon atom	[$([CH2]),$([CH][#6])]=[CH,$(C[#6])]C=[NX2][OH]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA730		['[$([CH2]),$([CH][#6])]=[CH,$(C[#6])]C=[NX2][OH]']
Polarised alkene-pyridines	R = H or any carbon atom	[$([CH2]),$([CH][#6])]=[CH,$(C[#6])][$(c1ncccc1),$(c1ccncc1)]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA731		['[$([CH2]),$([CH][#6])]=[CH,$(C[#6])][$(c1ncccc1),$(c1ccncc1)]']
Polarised alkene-pyrazines	R = H or any carbon atom	[$([CH2]),$([CH][#6])]=[CH,$(C[#6])]c1nccnc1	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA732		['[$([CH2]),$([CH][#6])]=[CH,$(C[#6])]c1nccnc1']
Polarised alkene-pyrimidines	R = H or any carbon atom	[$([CH2]),$([CH][#6])]=[CH,$(C[#6])][$(c1ncncc1),$(c1ncccn1),$(c1cncnc1)]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA733		['[$([CH2]),$([CH][#6])]=[CH,$(C[#6])][$(c1ncncc1),$(c1ncccn1),$(c1cncnc1)]']
Polarised akene-triazines	R = H or any carbon atom	[$([CH2]),$([CH][#6])]=[CH,$(C[#6])][$(c1ncncn1),$(c1nncnc1),$(c1nnccn1),$(c1cnncn1),$(c1nnncc1),$(c1cnnnc1)]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA734		['[$([CH2]),$([CH][#6])]=[CH,$(C[#6])][$(c1ncncn1),$(c1nncnc1),$(c1nnccn1),$(c1cnncn1),$(c1nnncc1),$(c1cnnnc1)]']
Azocarbonamides	R = H or any carbon atom	[NH2,$([NH](C=O)[#6]),$(N(C=O)([#6])[#6])]C(=O)N=NC(=O)[NH2,$([NH](C=O)[#6]),$(N(C=O)([#6])[#6])]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA735		['[NH2,$([NH](C=O)[#6]),$(N(C=O)([#6])[#6])]C(=O)N=NC(=O)[NH2,$([NH](C=O)[#6]),$(N(C=O)([#6])[#6])]']
Allyl alcohols	R = H or any carbon atom	[CH2,$([CH](=C)[#6])]=[CH,$(C(=C)([CH2][OH])[#6])][CH2][OH]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA736		['[CH2,$([CH](=C)[#6])]=[CH,$(C(=C)([CH2][OH])[#6])][CH2][OH]']
Sulphone-sulfates	R = any carbon atom	[#6][Sv6X4](=[OX1])(=[OX1])[CX4][CX4][OX2][Sv6X4](=[OX1])(=[OX1])[OH1]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA737		['[#6][Sv6X4](=[OX1])(=[OX1])[CX4][CX4][OX2][Sv6X4](=[OX1])(=[OX1])[OH1]']
Polarised alkyne-aldehydes	R = H or any carbon atom	[CH,$(C(#C)[#6])]#C[CH]=O	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA738		['[CH,$(C(#C)[#6])]#C[CH]=O']
Polarise alkyne-ketones	R = H or any carbon atom; R1 = any carbon atom	[CH,$(C(#C)[#6])]#CC(=O)[#6]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA739		['[CH,$(C(#C)[#6])]#CC(=O)[#6]']
Polarised alkyne-esters	R = H or any carbon atom; R1 = any carbon atom	[CH,$(C(#C)[#6])]#CC(=O)O[#6]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA740		['[CH,$(C(#C)[#6])]#CC(=O)O[#6]']
Polarised alkyne-amides	R = H or any carbon atom	[CH,$(C(#C)[#6])]#CC(=O)[$([NH2]),$([NH](C=O)[#6]),$(N(C=O)([#6])[#6])]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA741		['[CH,$(C(#C)[#6])]#CC(=O)[$([NH2]),$([NH](C=O)[#6]),$(N(C=O)([#6])[#6])]']
Polarised alkyne-nitros	R = H or any carbon atom	[CH,$(C(#C)[#6])]#C[$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA742		['[CH,$(C(#C)[#6])]#C[$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]']
Polarised alkyne-cyano	R = H or any carbon atom	[CH,$(C(#C)[#6])]#CC#N	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA743		['[CH,$(C(#C)[#6])]#CC#N']
Polarised alkyne-alkyl sulphonates	R = H or any carbon atom; R1 = any carbon atom	[CH,$(C(#C)[#6])]#CS(=O)(=O)O[#6]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA744		['[CH,$(C(#C)[#6])]#CS(=O)(=O)O[#6]']
Polarised alkyne-alkyl sulfones	R = H or any carbon atom; R1 = any carbon atom	[CH,$(C(#C)[#6])]#CS(=O)(=O)[#6]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA745		['[CH,$(C(#C)[#6])]#CS(=O)(=O)[#6]']
Polarised alkyne-alkyl sulfinyls	R = H or any carbon atom; R1 = any carbon atom	[CH,$(C(#C)[#6])]#C[SX3](=O)[#6]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA746		['[CH,$(C(#C)[#6])]#C[SX3](=O)[#6]']
Polarised alkyne-pyridines	R = H or any carbon atom	[CH,$(C(#C)[#6])]#C[$(c1ncccc1),$(c1ccncc1)]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA747		['[CH,$(C(#C)[#6])]#C[$(c1ncccc1),$(c1ccncc1)]']
Polarised alkyne-pyrazines	R = H or any carbon atom	[CH,$(C(#C)[#6])]#Cc1nccnc1	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA748		['[CH,$(C(#C)[#6])]#Cc1nccnc1']
Polarised alkyne-pyrimidines	R = H or any carbon atom	[CH,$(C(#C)[#6])]#C[$(c1ncccn1),$(c1cncnc1),$(c1ncncc1)]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA749		['[CH,$(C(#C)[#6])]#C[$(c1ncccn1),$(c1cncnc1),$(c1ncncc1)]']
Polarised alkyne-triazines	R = H or any carbon atom	[CH,$(C(#C)[#6])]#C[$(c1ncncn1),$(c1nncnc1),$(c1nnccn1),$(c1cnncn1)]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA750		['[CH,$(C(#C)[#6])]#C[$(c1ncncn1),$(c1nncnc1),$(c1nnccn1),$(c1cnncn1)]']
Propargyl alcohols	R = H or any carbon atom	[CH,$(C(#C)[#6])]#C[CH2][OH]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA751		['[CH,$(C(#C)[#6])]#C[CH2][OH]']
Benzoquinones	Quinones and related chemicals	[$(C1(=O)[#6]=,:[#6]C(=O)[CH]=C1),$(C1(=O)C(=O)[#6]=,:[#6][CH]=C1)]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA752		['[$(C1(=O)[#6]=,:[#6]C(=O)[CH]=C1),$(C1(=O)C(=O)[#6]=,:[#6][CH]=C1)]']
Quinone-imines	R = H or alkyl carbon	[$(C1(=O)[#6]=,:[#6][$(C=[NH]),$(C=N[CX4])][CH]=C1),$(C1(=O)[$(C=[NH]),$(C=N[CX4])][#6]=,:[#6][CH]=C1),$(C1(=O)[$(C=[NH]),$(C=N[CX4])]C=[CH][#6]=,:[#6]1)]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA753		['[$(C1(=O)[#6]=,:[#6][$(C=[NH]),$(C=N[CX4])][CH]=C1),$(C1(=O)[$(C=[NH]),$(C=N[CX4])][#6]=,:[#6][CH]=C1),$(C1(=O)[$(C=[NH]),$(C=N[CX4])]C=[CH][#6]=,:[#6]1)]']
Quinone-diimines	R = H or alkyl carbon	[$([CH]1=C[$(C=[NH]),$(C=N[CX4])][#6]=,:[#6][$(C=[NH]),$(C=N[CX4])]1),$([CH]1=C[$(C=[NH]),$(C=N[CX4])][$(C=[NH]),$(C=N[CX4])][#6]=,:[#6]1)]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA754		['[$([CH]1=C[$(C=[NH]),$(C=N[CX4])][#6]=,:[#6][$(C=[NH]),$(C=N[CX4])]1),$([CH]1=C[$(C=[NH]),$(C=N[CX4])][$(C=[NH]),$(C=N[CX4])][#6]=,:[#6]1)]']
Hydroquinones	R = H, methyl	[$(c1([OH,$(O[CH3])])c[cH]c([OH,$(O[CH3])])cc1),$(c1([OH,$(O[CH3])])c([OH,$(O[CH3])])cc[cH]c1)]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA755		['[$(c1([OH,$(O[CH3])])c[cH]c([OH,$(O[CH3])])cc1),$(c1([OH,$(O[CH3])])c([OH,$(O[CH3])])cc[cH]c1)]']
Aminophenols	Quinones and related chemicals	[$(c1([OH])c[cH]c([NH2])cc1),$(c1([OH])c([NH2])cc[cH]c1)]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA756		['[$(c1([OH])c[cH]c([NH2])cc1),$(c1([OH])c([NH2])cc[cH]c1)]']
Benzenediamines	Quinones and related chemicals	[$(c1([NH2])c[cH]c([NH2])cc1),$(c1([NH2])c([NH2])cc[cH]c1)]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA757		['[$(c1([NH2])c[cH]c([NH2])cc1),$(c1([NH2])c([NH2])cc[cH]c1)]']
Quinone-methides	R = alkyl carbon	[$(C1=CC(=O)[#6]=,:[#6]C1(=[CH][CX4])),$(C1(=[CH][CX4])C(=O)[#6]=,:[#6]C=C1)]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA758		['[$(C1=CC(=O)[#6]=,:[#6]C1(=[CH][CX4])),$(C1(=[CH][CX4])C(=O)[#6]=,:[#6]C=C1)]']
Pyranones	Quinones and related chemicals	[$([cH]1cc(=[O,NH])cc[o,n]1),$([cH]1cc(=[O,NH])[o,n]cc1),$(c1cc(=[O,NH])[o,n][cH]c1)]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA759		['[$([cH]1cc(=[O,NH])cc[o,n]1),$([cH]1cc(=[O,NH])[o,n]cc1),$(c1cc(=[O,NH])[o,n][cH]c1)]']
Poly aromatic hydrocarbons	Quinones and related chemicals	[c;R1,R2,R3]1[c;R1,R2,R3][c;R1,R2,R3][c;R2,R3]2[c;R2,R3]([c;R1,R2,R3]1)[c;R1,R2,R3][c;R1,R2,R3][c;R1,R2,R3][c;R1,R2,R3]2	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA760		['[c;R1,R2,R3]1[c;R1,R2,R3][c;R1,R2,R3][c;R2,R3]2[c;R2,R3]([c;R1,R2,R3]1)[c;R1,R2,R3][c;R1,R2,R3][c;R1,R2,R3][c;R1,R2,R3]2']
Acid imides	R = H or any carbon atom	O=C1[NH,$(N(C=O)(C=O)[#6])]C(=O)[CH,$(C(C=O)(=C)[#6])]=[CH]1	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA761		['O=C1[NH,$(N(C=O)(C=O)[#6])]C(=O)[CH,$(C(C=O)(=C)[#6])]=[CH]1']
Mono-aldehydes	R = H, alkyl or aromatic carbon	[CH2,$([CH](=O)[CX4]),$([CH](=O)c1a(*)caaa1),$([CH](=O)c1a(*)aaa1)]=O	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA762		['[CH2,$([CH](=O)[CX4]),$([CH](=O)c1a(*)caaa1),$([CH](=O)c1a(*)aaa1)]=O']
Aliphatic amines	R = any carbon atom	[#6][CH2][NX3H2]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA763		['[#6][CH2][NX3H2]']
Di-substituted α,β-unsaturated alkenes (polarized by an aldehyde moiety)	R = any carbon atom	[$(C(=C)([#6])[#6]);!$(C(=C)([#6])C=[CH2,CH])]=C[CH]=O	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA764		['[$(C(=C)([#6])[#6]);!$(C(=C)([#6])C=[CH2,CH])]=C[CH]=O']
Di-substituted allyl alcohols	R = any carbon atom; R1 = H or any carbon atom	C([#6])([#6])=[CH,$(C(=C)([CH2][OH])[#6])][CH2][OH]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA765		['C([#6])([#6])=[CH,$(C(=C)([CH2][OH])[#6])][CH2][OH]']
1,2-Dicarbonyls	R = H, alkyl or aromatic carbon; R1 = H or any carbon atom (α,β-unsaturated carbonyl compounds are excluded)	[CH,$(C(=O)(C=O)[CX4]),$(C(=O)(C=O)c1a(*)aaaa1),$(C(=O)(C=O)c1a(*)aaa1)](=O)[CH,$(C(=O)(C=O)[#6]);!$(C(=O)(C=O)C=[CH2,CH]);!$(C(=O)(C=O)C#C)]=O	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA766		['[CH,$(C(=O)(C=O)[CX4]),$(C(=O)(C=O)c1a(*)aaaa1),$(C(=O)(C=O)c1a(*)aaa1)](=O)[CH,$(C(=O)(C=O)[#6]);!$(C(=O)(C=O)C=[CH2,CH]);!$(C(=O)(C=O)C#C)]=O']
1,3-Dicarbonyls	R = H, alkyl or aromatic carbon; R1 = H or any carbon atom (α,β-unsaturated carbonyl compounds are excluded)	[CH,$(C(=O)([CX4]C=O)[CX4]),$(C(=O)([CX4]C=O)c1a(*)aaaa1),$(C(=O)([CX4]C=O)c1a(*)aaa1)](=O)[CX4][CH,$(C(=O)([CX4]C=O)[#6]);!$(C(=O)([CX4]C=O)C=[CH2,CH]);!$(C(=O)([CX4]C=O)C#C)]=O	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA767		['[CH,$(C(=O)([CX4]C=O)[CX4]),$(C(=O)([CX4]C=O)c1a(*)aaaa1),$(C(=O)([CX4]C=O)c1a(*)aaa1)](=O)[CX4][CH,$(C(=O)([CX4]C=O)[#6]);!$(C(=O)([CX4]C=O)C=[CH2,CH]);!$(C(=O)([CX4]C=O)C#C)]=O']
Ethylenediamines	R  = H or alkyl carbon	[$([NH2,$([NH]([CH2])[CX4])][CH2][CH2][NH2]),$([NH]1[CH2][CH2][NH][CH2][CH2]1)]	Enoch, SJ, Ellison, CM, Schultz, TW, Cronin, MT, 	A review of the electrophilic reaction chemistry involved in covalent protein binding relevant to toxicity.	TA768		['[$([NH2,$([NH]([CH2])[CX4])][CH2][CH2][NH2]),$([NH]1[CH2][CH2][NH][CH2][CH2]1)]']
